master_cpd_id;cpd_name;broad_cpd_id;top_test_conc_umol;cpd_status;inclusion_rationale;gene_symbol_of_protein_target;target_or_activity_of_compound;source_name;source_catalog_id;cpd_smiles;status;combined_group
660145;BRD-A71883111;BRD-A71883111;33;probe;lit-search;IDH1;putative inhibitor of IDH1 R132H;Broad Institute of MIT and Harvard;;Fc1cccc(c1)N(C(C(=O)NC1CCCCC1)c1ccccc1Cl)C(=O)Cc1cccs1;experimental;Miscellaneous or screening hit/natural product
660201;necrostatin-7;BRD-K50145167;66;probe;lit-search;;inhibitor of necroptosis;Cayman;10528;Fc1ccc(cc1)-c1n[nH]cc1C=C1SC(=N)N(C1=O)c1nccs1;experimental;Other signaling enzyme/channel/metabolic modulator
660202;PYR-41;BRD-K60750172;66;probe;lit-search;UBA1;inhibitor of ubiquitin-activating enzyme in cells;"Tocris Bioscience;Tocris Bioscience";"4088;2978";CCOC(=O)c1ccc(cc1)N1NC(=O)C(=Cc2ccc(o2)[N+]([O-])=O)C1=O;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
660206;I-BET151;BRD-K36363294;66;probe;"chromatin;lit-search";"BRD2;BRD3;BRD4";inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins;ChemieTek;CT-BET151 .;COc1cc2c3n([C@H](C)c4ccccn4)c(=O)[nH]c3cnc2cc1-c1c(C)noc1C;experimental;Epigenetic/transcription modulator
660207;lomeguatrib;BRD-K27955832;66;clinical;lit-search;MGMT;inhibitor of methylguanine-DNA methyltransferase;Tocris Bioscience;4359;Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1;approved_or_clinical;DNA damage/replication/cytotoxics
660208;PF-184;BRD-K11593101;66;probe;kinome;IKBKB;inhibitor of IKK-2;Tocris Bioscience;4238;C[C@@]1(CO)CN(C[C@]1(C)CO)c1cc(C(=O)Nc2ccc3CCc4c(nn(c4-c3c2)-c2ccc(F)cc2)C(N)=O)c(Cl)cn1;experimental;PI3K/AKT/mTOR pathway inhibitor
660227;JW-480;BRD-K99655327;66;probe;lit-search;NCEH1;inhibitor of serine hydrolase enzyme NCEH;Tocris Bioscience;4327;CC(C)c1ccccc1OC(=O)NCCc1ccc2ccccc2c1;experimental;Other signaling enzyme/channel/metabolic modulator
660228;BMS-195614;BRD-K45935533;66;probe;"chromatin;lit-search";"RARA;RARB;RARG";antagonist of retinoic acid receptors;Tocris Bioscience;3660;CC1(C)CC=C(c2cnc3ccccc3c2)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O;experimental;Nuclear receptor modulator
660229;BRD-K07442505;BRD-K07442505;66;probe;outreach;BAX;stapled helical peptide activating BAX;"Dana Farber Cancer Institute;Dana Farber Cancer Institute";DFCI-LW13;CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1;experimental;Apoptosis/BCL/p53/MDM2 modulator
660238;SB-743921;BRD-K62358710;33;clinical;lit-search;KIF11;inhibitor of kinesin 11;Selleck;S2182;CC(C)[C@H](N(CCCN)C(=O)c1ccc(C)cc1)c1oc2cc(Cl)ccc2c(=O)c1Cc1ccccc1;approved_or_clinical;Cell-cycle/Checkpoint modulator
660245;GSK525762A;BRD-K08109215;66;probe;"chromatin;lit-search";"BRD2;BRD3;BRD4";inhibitor of bromodomain (BRD) and extra-C terminal domain (BET) proteins;EMD Biosciences;401010;CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12;experimental;Epigenetic/transcription modulator
660286;SMER-3;BRD-K92960067;66;probe;lit-search;"CUL1;SKP1";inhibitor of E3-ubiquitin ligase;Tocris Bioscience;4375;O=C1c2ccccc2-c2nc3nonc3nc12;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
660287;NVP-ADW742;BRD-K15179513;66;probe;kinome;IGF1R;inhibitor of insulin-like growth factor 1 receptor;Selleck;S1088;Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@H]1C[C@H](CN2CCCC2)C1;experimental;RTK tyrosine-kinase inhibitor
660288;clofarabine;BRD-K34022604;66;FDA;std-of-care;;inducer of DNA damage;Selleck;S1218;Nc1nc(Cl)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F;approved_or_clinical;DNA damage/replication/cytotoxics
660304;XL765;BRD-K75308783;66;clinical;kinome;"MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PRKDC";inhibitor of mTOR and PI3K kinase acitivities;Selleck;S1523;COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(NC(=O)c3ccc(C)c(OC)c3)cc2)cc(OC)c1;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
660306;AZD1480;BRD-K65928735;66;clinical;"CTEP;kinome";"JAK1;JAK2";inhibitor of Janus kinases 1 and 2;Selleck;S2162;C[C@H](Nc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c1ncc(F)cn1;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
660314;ML258;BRD-A82720512;66;probe;outreach;BCL2L10;inhibitor of BIM-BCL-B interaction;Sanford-Burnham Medical Research Institute;;COc1ccc(CN2c3nnnn3C3C(C2=O)C2(CCCC2)Cc2ccccc32)cc1;experimental;Apoptosis/BCL/p53/MDM2 modulator
660317;SR1001;BRD-K47981327;66;probe;"chromatin;lit-search";"RORA;RORC";"synthetic ROR ligand; suppressor of TH17 differentiation";Cayman;10922;CC(=O)Nc1nc(C)c(s1)S(=O)(=O)Nc1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F;experimental;Nuclear receptor modulator
660318;bardoxolone methyl;BRD-K59437938;66;clinical;lit-search;;electrophilic inducer of the NFE2L2-KEAP1 pathway;Axon Medchem;1772;COC(=O)[C@@]12CCC(C)(C)C[C@@H]1[C@@H]1C(=O)C=C3[C@]4(C)C=C(C#N)C(=O)C(C)(C)[C@H]4CC[C@]3(C)[C@@]1(C)CC2;approved_or_clinical;Proteostasis/Ubiquitin/HSP chaperone modulator
660319;elocalcitol;BRD-A04287157;66;clinical;lit-search;VDR;agonist of vitamin D receptor;Axon Medchem;1676;CCC(O)(CC)\C=C\CC(C)C1=CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](F)C1=C;approved_or_clinical;Nuclear receptor modulator
660321;BMS-270394;BRD-K04905989;66;probe;"chromatin;lit-search";RARG;antagonist of retinoic acid receptor gamma;Axon Medchem;1173;CC1(C)CCC(C)(C)c2cc(ccc12)[C@@H](O)C(=O)Nc1ccc(cc1F)C(O)=O;experimental;Nuclear receptor modulator
660322;fluvastatin;BRD-A52530402;66;FDA;lit-search;HMGCR;inhibitor of HMG-CoA reductase;Tocris Bioscience;3309;CC(C)N1C(\C=C\C(O)CC(O)CC(O)=O)C(c2ccccc12)c1ccc(F)cc1;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
660325;AZD4547;BRD-K28392481;66;clinical;lit-search;"FGFR1;FGFR2;FGFR3";inhibitor of fibroblast growth factor receptors;Active Biochem;A-1174;COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N3C[C@H](C)N[C@H](C)C3)n[nH]2)cc(OC)c1;approved_or_clinical;RTK tyrosine-kinase inhibitor
660327;hyperforin;BRD-A30032852;66;clinical;lit-search;TRPC6;agonist of calcium-permeable ion channels;Sigma-Aldrich;H1792;CC(C)C(=O)[C@@]12C(=O)C(CC=C(C)C)C(=O)C(CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
660331;NVP-231;BRD-A12571627;66;probe;kinome;CERK;inhibitor of ceramide kinase;Tocris Bioscience;3960;O=C(Nc1nc2ccc(NC(=O)C34C[C@H]5C[C@H](C[C@H](C5)C3)C4)cc2s1)c1ccccc1;experimental;Other signaling enzyme/channel/metabolic modulator
660332;MK-0752;BRD-K18850819;66;clinical;lit-search;"APH1A;NCSTN;PSEN1;PSENEN";inhibitor of gamma-secretase;Selleck;S2660;OC(=O)CC[C@H]1CC[C@@](CC1)(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
660341;semagacestat;BRD-K65592642;66;clinical;lit-search;"APH1A;NCSTN;PSEN1;PSENEN";inhibitor of gamma-secretase;Selleck;S1594;CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@H]1c2ccccc2CCN(C)C1=O;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
660342;BRD-A05715709;BRD-A05715709;66;probe;outreach;IDH1;putative inhibitor of IDH1 R132H;Broad Institute of MIT and Harvard;;Cc1ccccc1C(N(C(=O)Cc1ccncc1)c1cccc(F)c1)C(=O)NC1CCCCC1;experimental;Other signaling enzyme/channel/metabolic modulator
660346;bosutinib;BRD-K90746395;66;FDA;kinome;"ABL1;SRC";inhibitor of SRC and ABL1;Selleck;S1014;COc1cc(Nc2cc(nc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
660358;temsirolimus;BRD-K08177763;66;FDA;"CTEP;kinome;std-of-care";MTOR;inhibitor of mTOR;Selleck;S1044;CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
660364;docetaxel;BRD-A05821830;66;FDA;std-of-care;;inhibitor of microtubule assembly;Selleck;S1148;CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)C2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](O)C1=O)C2(C)C;approved_or_clinical;DNA damage/replication/cytotoxics
660391;nelarabine;BRD-K84466663;66;FDA;"CTEP;std-of-care";POLA1;"deoxyguanosine analog; inhibitor of DNA synthesis";Selleck;S1213;COc1nc(N)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O;approved_or_clinical;DNA damage/replication/cytotoxics
660397;rigosertib;BRD-K55187425;66;clinical;kinome;"PIK3CA;PIK3CB;PLK1";"inhibitor of polo-like kinase 1; inhibitor of PI3K catalytic subunits alpha and beta";Selleck;S1362;COc1cc(OC)c(\C=C\S(=O)(=O)Cc2ccc(OC)c(NCC(O)=O)c2)c(OC)c1;approved_or_clinical;Cell-cycle/Checkpoint modulator
660409;AT7867;BRD-K12040459;66;probe;"chromatin;kinome";"AKT1;AKT2;AKT3;RPS6KB2";inhibitor of AKT1/2/3 and S6K;Selleck;S1558;Clc1ccc(cc1)C1(CCNCC1)c1ccc(cc1)-c1cn[nH]c1;experimental;PI3K/AKT/mTOR pathway inhibitor
660410;PD318088;BRD-A57798112;66;probe;kinome;"MAP2K1;MAP2K2";inhibitor of MEK1 and MEK2;Selleck;S1568;OCC(O)CONC(=O)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F;experimental;MAPK pathway inhibitor
660411;KU-60019;BRD-K36016295;66;probe;kinome;ATM;inhibitor of ataxia telangiectasia mutated (ATM);Selleck;S1570;C[C@H]1CN(CC(=O)Nc2ccc3Sc4c(Cc3c2)cccc4-c2cc(=O)cc(o2)N2CCOCC2)C[C@@H](C)O1;experimental;Cell-cycle/Checkpoint modulator
660412;BIRB-796;BRD-K74065929;66;probe;kinome;"MAPK11;MAPK11;MAPK14";inhibitor of p38 MAPK;Selleck;S1574;Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCOCC2)c2ccccc12)C(C)(C)C;experimental;MAPK pathway inhibitor
660413;KW-2449;BRD-K21718444;66;clinical;kinome;"AURKA;FLT3";inhibitor of FLT3 and AURKA;Selleck;S2158;O=C(N1CCNCC1)c1ccc(cc1)\C=C\c1n[nH]c2ccccc12;approved_or_clinical;RTK tyrosine-kinase inhibitor
660414;RAF265;BRD-K93123848;66;clinical;kinome;"BRAF;KDR";ihibitor of VEGFR2 and BRAF;Selleck;S2161;Cn1c(Nc2ccc(cc2)C(F)(F)F)nc2cc(Oc3ccnc(c3)-c3ncc([nH]3)C(F)(F)F)ccc12;approved_or_clinical;RTK tyrosine-kinase inhibitor
660421;silmitasertib;BRD-K81458380;66;clinical;kinome;"CSNK2A1;CSNK2A2";inhibitor of casein kinase 2;Selleck;S2248;OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
660424;BRD-K03911514;BRD-K03911514;66;probe;outreach;;stapled helical peptide;Dana Farber Cancer Institute;;CCCC[C@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@]1(C)CCC\C=C/CCC[C@](C)(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1)[C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O;experimental;Miscellaneous or screening hit/natural product
660425;BRD-K16130065;BRD-K16130065;66;probe;outreach;;stapled helical peptide;Dana Farber Cancer Institute;;CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@]1(C)CCC\C=C/CCC[C@](C)(NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@@H](NC1=O)[C@@H](C)CC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O;experimental;Miscellaneous or screening hit/natural product
660429;momelotinib;BRD-K87737963;66;clinical;kinome;"JAK1;JAK2";inhibitor of Janus kinases 1 and 2;Selleck;S2219;O=C(NCC#N)c1ccc(cc1)-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1;approved_or_clinical;Miscellaneous or screening hit/natural product
660430;CAL-101;BRD-K60866521;66;clinical;kinome;PIK3CD;inhibitor of PI3K catalytic subunit delta;Selleck;S2226;CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1;approved_or_clinical;Miscellaneous or screening hit/natural product
660431;LY-2157299;BRD-K78118466;66;probe;kinome;TGFBR1;inhibitor of the transforming growth factor beta type 1 receptor;Selleck;S2230;Cc1cccc(n1)-c1nn2CCCc2c1-c1ccnc2ccc(cc12)C(N)=O;experimental;Miscellaneous or screening hit/natural product
660432;WP1130;BRD-K43644456;66;probe;lit-search;"UCHL5;USP14;USP5;USP9X";inhibitor of the deubiquitinase activity of USP9X, USP5, USP14, and UCH37;Selleck;S2243;CCC[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1;experimental;Miscellaneous or screening hit/natural product
660433;OSI-027;BRD-K87124298;66;clinical;lit-search;MTOR;inhibitor of mTORC1 and mTORC2;Selleck;S2624;COc1cccc2cc([nH]c12)-c1nc([C@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12;approved_or_clinical;Miscellaneous or screening hit/natural product
660434;NVP-BSK805;BRD-K02017404;66;probe;kinome;JAK2;inhibitor of Janus kinase 2;Selleck;S2686;Fc1cc(cc(F)c1CN1CCOCC1)-c1cccc2ncc(nc12)-c1cnn(c1)C1CCNCC1;experimental;Other signaling enzyme/channel/metabolic modulator
660774;PIK-93;BRD-K29395450;66;probe;kinome;PIK3CG;inhibitor of PI3K catalytic subunit gamma;Selleck;S1489;CC(=O)Nc1nc(C)c(s1)-c1ccc(Cl)c(c1)S(=O)(=O)NCCO;experimental;PI3K/AKT/mTOR pathway inhibitor
660777;AZD7762;BRD-K86525559;66;clinical;kinome;"CHEK1;CHEK2";inhibitor of checkpoint kinases 1 and 2;Selleck;S1532;NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1;approved_or_clinical;Cell-cycle/Checkpoint modulator
660778;birinapant;BRD-K18589165;66;clinical;"CTEP;lit-search";"DIABLO;XIAP";"SMAC mimetic; inhibitor of inhibitor of apoptosis proteins (IAPs)";Active Biochem;A-1901;CC[C@H](NC(=O)[C@H](C)NC)C(=O)N1C[C@@H](O)C[C@H]1Cc1c([nH]c2cc(F)ccc12)-c1cc2c(C[C@@H]3C[C@H](O)CN3C(=O)[C@H](CC)NC(=O)[C@H](C)NC)cc(F)cc2[nH]1;approved_or_clinical;Apoptosis/BCL/p53/MDM2 modulator
660779;KX2-391;BRD-K29968218;66;clinical;kinome;SRC;"peptide mimetic; inhibitor of SRC activity in cells";Selleck;S2700;O=C(Cc1ccc(cn1)-c1ccc(OCCN2CCOCC2)cc1)NCc1ccccc1;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
660796;3-Cl-AHPC;BRD-A09890259;66;probe;outreach;NR0B2;binder of nuclear receptor SHP;Sanford-Burnham Medical Research Institute;;OC(=O)\C=C\c1ccc(c(Cl)c1)-c1ccc(O)c(c1)C12C[C@H]3C[C@H](C[C@H](C3)C1)C2;experimental;Nuclear receptor modulator
660797;BRD-K58730230;BRD-K58730230;66;probe;outreach;;stapled helical peptide;Dana Farber Cancer Institute;;CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@]1(C)CCC\C=C/CCC[C@](C)(NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O;experimental;Miscellaneous or screening hit/natural product
660798;BRD-K27188169;BRD-K27188169;66;probe;outreach;;stapled helical peptide;Dana Farber Cancer Institute;;CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@]1(C)CCC\C=C/CCC[C@](C)(NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O;experimental;Miscellaneous or screening hit/natural product
660819;KHS101;BRD-K78978711;66;probe;lit-search;TACC3;binder of TACC3, a component of the centrosome and mitotic spindle;Sigma-Aldrich;K4019;CC(C)CNc1ccnc(NCc2csc(n2)-c2ccccc2)n1;experimental;Miscellaneous or screening hit/natural product
660821;WAY-362450;BRD-K54640016;66;probe;"chromatin;lit-search";NR1H4;agonist of farnesoid X receptor;Axon Medchem;1749;CC(C)OC(=O)C1=CN(CC(C)(C)c2c1[nH]c1ccccc21)C(=O)c1ccc(F)c(F)c1;experimental;Miscellaneous or screening hit/natural product
660839;BRD-K13185470;BRD-K13185470;66;probe;outreach;MCL1;stapled helical peptide targeting MCL1;Dana Farber Cancer Institute;;CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@]1(C)CCC\C=C/CCC[C@](C)(NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O;experimental;Miscellaneous or screening hit/natural product
660840;cabozantinib;BRD-K51544265;66;FDA;"CTEP;kinome";"FLT3;KDR;MET;RET";inhibitor of c-MET, VEGFR2/3, and RET;Selleck;S1119;COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc4ccc(F)cc4)cc3)c2cc1OC;approved_or_clinical;Miscellaneous or screening hit/natural product
660890;BRD-M00053801;BRD-M00053801;66;probe;"lit-search;synthesis";BCL2;inhibitor of BCL2;Broad Institute of MIT and Harvard;;C[C@H](O)[C@@H]1[C@H](CO)ON(Cc2cccc(CN(CCN(C)C)[C@H](C3CCCCC3)c3ccccc3)c2)[C@@H]1C(=O)N[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C.C[C@H](O)[C@@H]1[C@H](CO)ON(Cc2cccc(CN(CCN(C)C)[C@@H](C3CCCCC3)c3ccccc3)c2)[C@@H]1C(=O)N[C@H]1C[C@H]2C[C@@H]([C@@H]1C)C2(C)C;experimental;Miscellaneous or screening hit/natural product
660935;KPT185;BRD-K71467466;66;probe;outreach;XPO1;inhibitor of exportin 1;Karyopharm Therapeutics;KPT-185-004;COc1cc(cc(c1)C(F)(F)F)-c1ncn(\C=C/C(=O)OC(C)C)n1;experimental;Miscellaneous or screening hit/natural product
660985;pitstop2;BRD-K90570971;66;probe;lit-search;"CLTA;CLTB;CLTC;CLTCL1";inhibitor of clathrin and clathrin-independent endocytosis;Cellagen Technology;C7487-2;Brc1ccc(cc1)\C=C1/SC(NS(=O)(=O)c2cccc3ccccc23)=NC1=O;experimental;Miscellaneous or screening hit/natural product
660993;R428;BRD-K14870255;66;probe;kinome;AXL;inhibitor of the tyrosine-protein kinase receptor UFO;Symansis Cell Signaling Science;SY-R428/10;Nc1nc(Nc2ccc3CC[C@@H](CCc3c2)N2CCCC2)nn1-c1cc2CCCc3ccccc3-c2nn1;experimental;Miscellaneous or screening hit/natural product
660994;ibrutinib;BRD-K70301465;66;clinical;"CTEP;kinome";BTK;inhibitor of Bruton's tyrosine kinase;Selleck;S2680;Nc1ncnc2n(nc(-c3ccc(Oc4ccccc4)cc3)c12)[C@@H]1CCCN(C1)C(=O)C=C;approved_or_clinical;Miscellaneous or screening hit/natural product
661032;sotrastaurin;BRD-K16761703;66;clinical;kinome;PRKCB;inhibitor of protein kinase C beta;Axon Medchem;1635;CN1CCN(CC1)c1nc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc2n1;approved_or_clinical;Miscellaneous or screening hit/natural product
661033;A-804598;BRD-K76894955;66;probe;lit-search;P2RX7;inhibitor of purinergic receptor P2X;Tocris Bioscience;4473;C[C@H](\N=C(\NC#N)Nc1cccc2ncccc12)c1ccccc1;experimental;Miscellaneous or screening hit/natural product
665914;COL-3;BRD-A59431241;66;clinical;outreach;;analog of tetracycline;Harvard University;;NC(=O)C1C(=O)C[C@@H]2C[C@@H]3Cc4cccc(O)c4C(=O)C3C(=O)[C@]2(O)C1=O;approved_or_clinical;Miscellaneous or screening hit/natural product
666541;ABT-199;BRD-K62391742;66;clinical;lit-search;BCL2;inhibitor of BCL2;Active Biochem;A-1231;CC1(C)CCC(CN2CCN(CC2)c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c(c3)[N+]([O-])=O)c(Oc3cnc4[nH]ccc4c3)c2)=C(C1)c1ccc(Cl)cc1;approved_or_clinical;Miscellaneous or screening hit/natural product
666716;ETP-46464;BRD-K24556407;66;probe;lit-search;"ATM;ATR";inhibitor of serine/threonine-protein kinase ATR;Spanish National Cancer Research Centre;;CC(C)(C#N)c1ccc(cc1)N1C(=O)OCc2cnc3ccc(cc3c12)-c1cnc2ccccc2c1;experimental;Cell-cycle/Checkpoint modulator
666910;marinopyrrole A;BRD-K57261999;66;probe;outreach;MCL1;"natural product; putative inhibitor of MCL1";Harvard University;;Oc1ccccc1C(=O)c1[nH]c(Cl)c(Cl)c1-n1c(cc(Cl)c1Cl)C(=O)c1ccccc1O;experimental;Apoptosis/BCL/p53/MDM2 modulator
667933;methylstat;BRD-K52560704;66;probe;"chromatin;lit-search;outreach";"KDM3A;KDM4A;KDM4B;KDM4C;KDM4D";inhibitor of lysine specific demethylases;Colorado State University;;COC(=O)\C=C\C(=O)N(O)CCCCNCc1ccc(COC(=O)Nc2cccc3ccccc23)cc1;experimental;Epigenetic/transcription modulator
668495;BYL-719;BRD-K54997624;66;clinical;kinome;PIK3CA;inhibitor of PI3K catalytic subunit alpha;Active Biochem;A-1214;Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(c1)C(C)(C)C(F)(F)F;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
668723;GSK2636771;BRD-K49215523;66;clinical;kinome;PIK3CB;inhibitor of PI3K catalytic subunit beta;Active Biochem;A-1230;Cc1nc2c(cc(cc2n1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1)C(O)=O;approved_or_clinical;PI3K/AKT/mTOR pathway inhibitor
668858;SR8278;BRD-A02904414;66;probe;lit-search;NR1D1;antagonist of Rev-ErbAalpha;EMD Biosciences;EMB-5547;CCOC(=O)C1Cc2ccccc2CN1C(=O)c1ccc(SC)s1;experimental;Nuclear receptor modulator
676728;JW-74;BRD-K75664313;66;probe;lit-search;;inhibitor of WNT signaling;Sigma-Aldrich;SML0227;COc1ccc(cc1)-n1c(SCc2nc(no2)-c2ccc(C)cc2)nnc1-c1ccncc1;experimental;Other signaling enzyme/channel/metabolic modulator
